segmentid,index,한국어,스페인어,Note
M-TE-WT-01-0056,56,"""다니엘이라고 했던가. 그렇지?"" 그가 물었다. ""책은 가져왔겠지?""
나는 두 번이나 고개를 끄덕이고서 바르셀로가 자신과 그 신비로운 동행자 옆에 권한 의자에 앉았다. 몇 분 동안 그는 내가 거기 있다는 데 개의치 않고 잔잔히 미소만 지었다. 이윽고 나는 그가 그 흰옷의 여인을 내게 소개해주리라는 희망을 버렸다. 바르셀로는 그녀가 그곳에 없다는 듯이, 그리고 우리 중 누구도 그녀를 볼 수 없다는 듯이 행동했다. 눈이 마주칠까 염려하며 곁눈질로 관찰한 그녀는 아득히 먼 곳만 바라보고 있었다. 그녀의 얼굴과 팔의 피부는 너무 창백해서 투명해 보이기까지 했다. 물에 젖은 돌처럼 반짝이는 검은 머리카락 아래 견고한 선으로 그린 듯 날카로운 용모였다. 기껏해야 스무 살 정도 됐을 것 같았지만, 버들가지처럼 영혼을 사로잡는 듯한 자태와 태도에 깃든 그 무언가 때문에 그녀에게는 나이가 없을지도 모른다는 생각이 들기도 했다. 그녀는 고급 상점 쇼윈도 안의 마네킹처럼 영원한 젊음에 붙잡혀 있는 듯했다. 바르셀로가 나를 주목하고 있음을 눈치챘을 때 나는 백조 같은 그녀의 목 아래 뛰는 맥박을 세려 하고 있었다.","—Daniel, ¿verdad? —preguntó el librero—. ¿Has traído el libro?
Asentí por duplicado y acepté la silla que Barceló me brindaba junto a él y a su misteriosa acompañante. Durante varios minutos, el librero se limitó a sonreír plácida mente, ajeno a mi presencia. Al poco abandoné toda esperanza de que me presentase a quien fuera que fuese la dama de blanco. Barceló se comportaba como si ella no estuviese allí y ninguno de los dos pudiese verla. La observé de reojo, temeroso de encontrar su mirada, que seguía perdida en ninguna parte. Su rostro y sus brazos vestían una piel pálida, casi traslúcida. Tenía los rasgos afilados, dibujados a trazo firme bajo una cabellera negra que brillaba como piedra humedecida. Le calculé unos veinte años a lo sumo, pero algo en su porte y en el modo en que el alma parecía caerle a los pies, como las ramas de un sauce, me hizo pensar que no tenía edad. Parecía atrapada en ese estado de perpetua juventud reservado a los maniquíes en los escaparates de postín. Estaba intentando leerle el pulso bajo aquella garganta de cisne cuando advertí que Barceló me observaba fijamente. ",
M-TE-WT-01-0057,57,"붉은 집은 인형과 꼭두각시를 훔치기 위해 완구점과 박물관을 습격하는, 비밀에 싸인 한 인물의 고통스런 삶에 대한 이야기였다. 그는 그 인형과 꼭두각시들의 눈을 후벼파내 자기가 사는, 센 강변의 유령이 나올 법한 버려진 온실로 가져갔다. 어느 날 밤, 그 도둑은 산업혁명기에 석연찮은 술수를 부려 부자가 된 한 거물이 소장한 인형들을 훔치러 제네랄 포이 대로의 호화 저택에 침입했다가 대단히 박식하고 품위 있는 파리 상류사회 아가씨인 그 집 딸과 사랑에 빠지게 되었다. 우여곡절 많은 그 로맨스가 험난한 여러 사건들과 모호한 에피소드들로 채워지며 진행 될수록, 여주인공은 이름을 절대로 밝히지 않는 수수께끼 같은 주인공이 인형들의 눈을 멀게 한다는 비밀을 알게 된다. 친부와 그의 도자기 인형 수집에 대한 끔찍한 비밀까지 알게 된 그녀는 저 무수한 고딕소설의 비극적 결말에 빠질 수밖에 없었다.","La casa roja relataba la atormentada vida de un misterioso individuo que asaltaba jugueterías y museos para robar muñecos y títeres, a los que posteriormente arrancaba los ojos y llevaba a su vivienda, un fantasma invernadero abandonado a orillas del Sena. Al irrumpir una noche en una mansión suntuosa de la avenue Foix para diezmar la colección privada de muñecos de un magnate enriquecido a través de turbias artimañas durante la revolución industrial, su hija, una señorita de la buena sociedad parisina, muy leída y fina ella, se enamoraba del ladrón. A medida que avanzaba el tortuoso romance, plagado de incidencias escabrosas y episodios a media luz, la heroína desentrañaba el misterio que llevaba al enigmático protagonista, que nunca revelaba su nombre, a cegar a los muñecos, descubría un horrible secreto sobre su propio padre y su colección de figuras de porcelana y se hundía inevitablemente en un final de tragedia gótica sin cuento.",
M-TE-WT-01-0058,58,"""나중에 사자."" 아버지가 속삭였다.
거리로 나서자 아버지는 부드러운 목소리로 우리는 만년필을 살 만한 여유가 없다고 했다. 서점 운영으로는 생활을 하고 또 나를 좋은 학교에 보내는 것만으로도 빠듯했다. 위대한 빅토르 위고의 몽블랑 만년필은 기다려야 하리라. 나는 아무 말도 하지 않았지만 아버지는 내 얼굴에 깃든 낙담을 읽은 게 틀림없었다.
""이렇게 하자."" 아버지가 제안했다. ""네가 글을 쓰기 시작할 나이가 되면 다시 와서 사자꾸나.""
""그 전에 팔리면요?""
""아무도 사가지 않을 거란다, 아빠를 믿어. 그리고 만일 팔린다면 페데리코 씨에게 부탁해서 하나 만들어달라고 하자. 아주 솜씨가 좋으신 분이니 말이야.""","—Quizá otro día —musitó mi padre.
Una vez en la calle, me dijo con voz mansa que no nos podíamos permitir su precio. La librería daba lo justo para mantenernos y enviarme a un buen colegio. La pluma Montblanc del augusto Víctor Hugo tendría que esperar. Yo no dije nada, pero mi padre debió de leer la decepción en mi rostro.
—Haremos una cosa —propuso—. Cuando ya tengas edad de empezar a escribir, volvemos y la compramos.
—¿Y si se la llevan antes?
—Ésta no se la lleva nadie, créeme. Y si no, le pedimos a don Federico que nos haga una, que ese hombre tiene las manos de oro.",
M-TE-WT-01-0059,59,"""그래, 오늘 돈 구스타보씨하고는 어땠니?""
""그분 조카를 알게 됐어요, 클라라라고.""
""앞 못 보는 그애 말이냐? 사람들 말로는 무척 예쁘다더구나.""
""모르겠어요. 자세히 안 봐서.""
""그편이 더 낫지.""
""그 사람들한테 제가 내일 학교 끝나고 집에 들러 그 불쌍한 조카한테 뭔가 읽어줄 수도 있다고 말했어요. 아주 외로워하더 라고요. 아빠가 허락해주시면요."" 
아버지는 곁눈질로 나를 살폈다. 마치 자신이 너무 일찍 늙어 버린 건지 아니면 내가 너무 빨리 자란 건지 자문하는 듯이. 나는 화제를 바꾸기로 마음먹었고, 유일하게 찾아낸 이야깃거리는 다름아닌 내 마음을 파고든 것이었다.
""전쟁 때 몬주익 성으로 사람들이 잡혀가서 두 번 다시 못 돌아왔다는 게 사실이에요?""
아버지는 얼굴색 하나 변하지 않고 숟가락을 비우고는 나를 찬찬히 바라보았다. 짧은 미소가 입가에 스치고 지나갔다.
""누가 그런 말을 하더냐? 바르셀로냐?""
""아뇨. 토마스 아길라르요. 걔가 학교에서 가끔씩 이야기를 해주거든요.""
아버지는 천천히 고개를 끄덕였다.
""다니엘, 전쟁 때는 설명하기 아주 어려운 일들이 벌어진단다. 아빠도 그것들의 진정한 의미를 모를 때가 많아. 그런 일들은 때론 그냥 내버려두는게 좋단다.""
아버지는 한숨을 내쉬고는 맛없이 수프를 들이마셨다. 나는 잠자코 아버지를 살폈다.
""죽기 전에 네 엄마는 나한테 전쟁에 대해서는 절대 네게 얘기 하지 않겠다고 약속하게 했단다. 무슨 일이 있었는지 네가 아무것도 기억하지 못하도록 말이야.""
나는 뭐라고 대답해야 할지 알 수 없었다. 아버지는 마치 허공에서 뭔가를 찾는 듯이 눈을 반쯤 감아버렸다. 그것이 시선을 둘 곳인지 아니면 침묵인지, 어쩌면 당신 말에 힘을 실어줄 엄마인지 나는 몰랐다.
""가끔씩 그 말을 듣는 게 아니었다는 생각이 든단다. 내가 실수했다고 말이야. 아빠도 잘 모르겠구나.""
""괜찮아요, 아빠......""
""아니, 괜찮지 않아, 다니엘. 전쟁 후엔 아무것도 괜찮지 않단다. 그리고 맞아, 그 성에 들어갔다가 나오지 못한 사람이 많은 건 분명하지.""","—Entonces, ¿qué tal todo hoy con don Gustavo?
—Conocí a su sobrina, Clara.
—¿La ciega? Dicen que es una belleza.
—No sé. Yo no me fijo.
—Más te vale.
—Les dije que a lo mejor me pasaba mañana por su casa, al salir del colegio, para leerle algo a la pobre, que está muy sola. Si tú me das permiso.
Mi padre me examinó de reojo, como si se preguntase si estaba él envejeciendo prematuramente o yo creciendo demasiado rápido. Decidí cambiar de tema, y el único que pude encontrar era el que me consumía las entrañas.
—En la guerra, ¿es verdad que se llevaban a la gente al castillo de Montjuïc y no se les volvía a ver?
Mi padre apuró la cucharada de sopa sin inmutarse y me miró detenidamente, la sonrisa breve resbalándole de los labios.
—¿Quién te ha dicho eso? ¿Barceló?
—No. Tomás Aguilar, que a veces cuenta historias en el colegio.
Mi padre asintió lentamente
—En tiempos de guerra ocurren cosas que son muy difíciles de explicar, Daniel. Muchas veces, ni yo sé lo que significan de verdad. A veces es mejor
dejar las cosas como están.
Suspiró y sorbió la sopa sin ganas. Yo le observaba, callado.
—Antes de morir, tu madre me hizo prometer que nunca te hablaría de la guerra, que no dejaría que recordases nada de lo que sucedió.
No supe qué contestar. Mi padre entornó la mirada, como si buscase algo en el aire. Miradas o silencios, o quizá a mi madre para que corroborase sus palabras.
—A veces pienso que me he equivocado al hacerle caso. No lo sé.
—Es igual, papa...
—No, no es igual, Daniel. Nada es igual después de una guerra. Y sí, es cierto que hubo mucha gente que entró en ese castillo y nunca salió.",
M-TE-WT-01-0060,60,"""너한테 실망했다. 다니엘."" 아버지가 말했다.""내가 널 그 비밀의 장소로 데려갔을 때 네가 고를 책은 특별한 거라고, 넌 책을 입양하고 그에 대해 책임을 져야 한다고 했잖니.""
""아빠, 그때 전 열 살이었고, 그건 애들 장난 같은 거였죠."" 아버지는 마치 내가 비수라도 꽂은 것처럼 나를 바라보았다.
""그리고 지금은 열네 살이고, 단순한 아이가 아니라 자기가 어른이라고 생각하는 아이지. 다니엘, 넌 살면서 어려운 일을 많이 겪을 거다. 그것도 아주 빨리.""
그 시절에는 내가 바르셀로가에서 많은 시간을 보내 아버지가 상처받은 거라고 믿고 싶었다. 바르셀로와 클라라는 아버지가 냄새조차 맡아보지 못한 호화로운 세계에 살고 있었다. 나는 구스타보 씨의 하녀가 나한테 엄마처럼 구는 걸 아버지가 못마 땅해한다고, 또 누군가가 그 역할을 하는 걸 내가 받아들이자 상처받은 거라고 생각했다. 이따금 책 꾸러미를 싸거나 발송을 준비하며 서점 안쪽 방에 있을 때면 손님이 아버지에게 하는 농담이 들려왔다.","—Me has decepcionado, Daniel —me dijo—. Cuando te llevé a aquel lugar secreto, te dije que el libro que escogieras era algo especial, que tú lo ibas a adoptar y que debías responsabilizarte de él.
—Entonces tenía diez años, papá, y aquello era un juego de niños.
Mi padre me miró como si le hubiese apuñalado.
—Y ahora tienes catorce, y no sólo sigues siendo un niño, eres un niño que se cree un hombre. Vas a llevarte muchos disgustos en la vida, Daniel. Y
muy pronto.
En aquellos días yo quería creer que a mi padre le dolía que pasase tanto tiempo con los Barceló. El librero y su sobrina vivían en un mundo de lujos que mi padre apenas podía olfatear. Pensaba que le molestaba que la criada de don Gustavo se comportase conmigo como si fuese mi madre y que le ofendía que yo aceptase que alguien pudiera desempeñar aquel papel. A veces, mientras yo andaba por la trastienda haciendo paquetes o preparando un envío, oía a algún cliente bromear con mi padre. ",
M-TE-WT-01-0061,61,"""또또까 형!""
""왜?""
""철든다는 게 그렇게 대단한 거야?""
""무슨 뚱딴지 같은 소리야?""
""에드문두 아저씨가 그러는데, 난 조숙해서 곧 철이 들거래. 그런데 하나도 달라진 기분이 안 들거든.""
""에드문두 아저씨는 바보야. 너한테 쓸데없는 말이나 하고.""
""아저씨는 바보 아냐. 만물박사야. 나도 크면 만물박사도 되고 시인도 될 거야. 그래서 나비넥타이를 매고 다닐래. 나 비넥타이를 매고 사진도 찍을 거고.""
""왜 하필 나비넥타이를 매냐?""
""시인은 나비넥타이를 매야 돼. 에드문두 아저씨가 잡지에 난 시인들 사진을 보여 줬는데, 모두 나비넥타이를 매고 있었어.""
""제제. 아저씨가 하는 말을 전부 믿지는 마. 아저씨는 약간 미친 데다가 거짓말쟁이야.""
""그러면 아저씨가 갈보의 자식이야?""
""야! 너 그런 말 하다가 입을 얻어맞았으면서도 계속 그런 말을 하냐? 에드문두 아저씨는 그건 아냐. 약간 미쳤다고만 했잖아. 정신병자 몰라?""
""아저씨는 거짓말쟁이라면서?""
""거짓말쟁이하고 그게 무슨 상관이야?""
""상관 있어. 지난번에 아빠가 쎄베리노 아저씨랑 카드 놀이를 하시다가, 라본네 아저씨를 두고 '그 늙은 갈보자식은 순 거짓말쟁이라니까!'라고 했단 말이야. 그렇게 말해도 아빠 입을 때리는 사람은 아무도 없던데?""","—Totoca.
—¿Qué pasa?
—¿La edad de la razón pesa?
—¿Qué tontería es ésa?
—Tío Edmundo lo dijo. Dijo que yo era ""precoz"" y que en seguida iba a entrar en la edad de la razón. Y no siento ninguna diferencia.
—Tío Edmundo es un tonto. Vive metiéndote cosas en la cabeza.
—El no es tonto. Es sabio. Y cuando yo crezca quiero ser sabio y poeta y usar corbata de moño. Un día voy a fotografiarme con corbata de moño.
—¿Por qué con corbata de moño?
—Porque nadie es poeta sin corbata de moño. Cuando tío Edmundo me muestra retratos de poetas en una revista, todos tienen corbata de moño.
—Zezé, deja de creerle todo lo que te dice. Tío Edmundo es medio ""tocado"". Medio mentiroso.
—¿Entonces él es un hijo de puta?
—¡Mira que ya te ganaste bastantes palizas por decir malas palabras! Tío Edmundo no es eso. Yo dije ""tocado"", medio loco.
—Pero dijiste que él era mentiroso.
—Una cosa no tiene nada que ver con la otra.
—Sí que tiene. El otro día papá conversaba con don Severino, ese que juega a las cartas con él y dijo eso de don Labonne: ""El hijo de puta del viejo miente como el diablo"". . . Y nadie le pegó.",
M-TE-WT-01-0062,62,"""너 몇 살이냐. 얘야?
""다섯 살이요. 아니 여섯 살이에요. 아니, 여섯 살이 아니라 다섯 살이에요.""
""그러니까 다섯 살이냐, 여섯 살이냐?""
학교를 다닌다는 것을 생각하고 거짓말을 했다.
""여섯 살이에요.
""여섯 살이면 교리 문답을 배우기에 딱 알맞은 나이인데""
""저도 배울 수 있어요?""
""그럼, 왜 못해? 매주 목요일 오후 세 시에 오거라. 오겠니?
""봐서요. 아저씨께서 타다 남은 초를 주시면 올게요.""
""그 초 도막으로 뭘 하게?""
악마가 또 나를 충동질했다. 그래서 거짓말을 하고 말았다.
""연줄에 칠하려고요. 그러면 줄이 단단해지거든요.""
""그럼 가져가거라.""
나는 초 도막을 끌어 모아 책과 구슬이 들어 있는 가방에 집어 넣었다. 그렇게 신이 날 수가 없었다.
""고맙습니다. 자까리아스 아저씨.""
""목요일이라는 걸 명심해라. 알았지?"" 나는 날 듯이 뛰어나왔다. 아직 시간은 여유가 있었다. 나는 카지노 앞으로 달려갔다. 사람의 왕래가 뜸한 틈을 타 거리를 가로질렀다. 그리고 잽싸게 있는 힘을 다해 길바닥에 초 칠을 한 다음 다시 돌아와 카지노의 닫힌 문 앞 길거리에 앉아 기다렸다. 멀찍이 떨어져 맨 처음 넘어지는 사람이 누구인지 보고 싶었다.","—¿Qué edad tienes, muchacho?
—Cinco; no, seis años. Seis no, en realidad cinco.
—¿En qué quedamos, cinco o seis? Pensé en la escuela y mentí.
—Seis.
—Pues con seis años ya estás en buena edad para comenzar el Catecismo.
—¿Yo puedo?
—¿Por qué no? Solamente tienes que venir todos los jueves a las tres de la tarde. ¿Quieres venir?
—Depende. Si usted me da los cabitos de vela, vengo.
—¿Y para qué los quieres? El diablo me había musitado una cosa. Nuevamente mentí.
—Es para encerar el hilo de mi barrilete para que quede más fuerte.
—Entonces llévalos.
Reuní los pedacitos y los metí en medio de la bolsa, junto con los cuadernos y las bolitas. Deliraba de alegría.
—Muchas gracias, don Zacarías.
—Escucha bien, ¿eh? El jueves.
Salí volando. Como era temprano me daba tiempo para hacer aquello. Corrí hacia enfrente del Casino y, cuando no venía nadie, crucé la calle y pasé lo más rápidamente posible los pedacitos de cera por la calzada. Después volví corriendo y me quedé esperando, sentado en el umbral de una de las cuatro puertas cerradas del Casino. Quería ver de lejos quién iba a resbalar primero.",
M-TE-WT-01-0063,63,"거리에 나오기가 무섭게 또또까 형은 천천히 걷는 나를 내버리고 달아나 버렸다. 보통은 악마가 먼저 나를 충돌질하고 그러면 내가 야단을 쳤다. 나는 그런 편이 더 좋았다. 하지만 이번에는 내가 먼저 마음속에서 잠자고 있는 장난꾸러기 악마를 깨웠다. 히우-쌍빠울루 고속도로가 나를 유혹했다. 바로 '박쥐' 때문이었다. 그것은 영락없는 '박쥐'였다. 달리는 자동차 뒤꽁무니에 매달려 시원한 바람을 맞을 수 있는 박쥐였다. 세상에서 가장 신나는 일이었다. 아이들이면 누구나 해보고 싶은 장난이었다. 내게 그 장난을 가르쳐 준 것은 또포가 형이었다. 형은 뒤에 오는 차에 치일지도 모르니 있는 힘을 다해 꽉 잡아야 한다고 천 번도 넘게 주의를 주었다. 시간이 지남에 따라 두려움은 줄어들고 모험심은 커져서 점점 더 어려운 박쥐에 매달리고 싶어졌다. 난 이 모험에 홀딱 빠 저 라디스라우 씨의 차에까지 매달려 보았다. 아직 매달려 보지 못한 차는 미끈한 포르투갈 사람의 차뿐이었다. 멋지게 손질된 차가 나의 도전을 기다리고 있었다. 네 바퀴는 늘 새 것 같았고 금속 부품들은 반짝반짝 윤이 나 얼굴이 비칠 정도였다. 경적 소리도 아주 재미있었다. 마치 들판에 있는 소의 목쉰 울음소리 같았다. 하지만 그렇게 멋진 차의 주인은 세상에서 가장 흉하게 얼굴을 찌푸리고 다니는 사람이었다.
그래서 아무도 그의 차에 매달릴 엄두를 못 내고 있었다. 들리는 말에 따르면 그는 사람들을 때려 죽이고, 죽이기 전에는 거세하겠다는 위협을 한다고 했다. 우리 학교 아이들 중에 그 차를 넘보는 애는 아무도 없었다. 아니, 지금까지는 아무도 없었다고 말하는 것이 좋겠다.
내가 이 이야기를 하자 밍기뉴가 말했다.
""제제, 정말 아무도 못해 봤니?""
""정말 아무도 못했어. 아무도 그럴 용기를 못 내.""
나는 밍기뉴가 내 계획을 눈치채고 웃고 있는 걸 보았다.","Apenas alcanzábamos la calle, Totoca comenzaba a correr, dejándome caminar sólito, lentamente. Y entonces empezaba a despertarse mi diablo artero. Me gustaba que mi hermano se adelantara para poder reinar a gusto. Me fascinaba la carretera Río-San Pablo. ""Murciélago."" Sin duda, el ""murciélago"". Treparme a la parte trasera de los automóviles y sentir el camino desapareciendo a tal velocidad que el viento me castigaba, corriendo y silbando. Aquello era lo mejor del mundo. Todos nosotros lo hacíamos; Totoca me había enseñado, con mil recomendaciones, que me asegurara bien, porque los otros coches que venían atrás eran un peligro. Poco a poco aprendía a perder el miedo, y el sentido de la aventura me instigaba a buscar los ""murciélagos"" más difíciles. Yo era tan experto que hasta había aprovechado ya el coche de don Ladislau; solamente me faltaba el hermoso automóvil del Portugués. ¡Coche lindo, bien cuidado, era aquél! Los neumáticos siempre nuevos. Y todo de metal tan reluciente que uno se podía reflejar en él. La bocina daba gusto: era un mugido ronco, como si fuese el de una vaca en el campo. Y él pasaba estirado, dueño de toda esa belleza, con la cara más severa del mundo. Nadie se atrevía a trepar sobre su rueda trasera. Decían que pegaba, mataba y amenazaba capar al intruso antes de matarlo. Ningún chico de la escuela se atrevía, o se había atrevido hasta ahora. Cuando estaba conversando sobre eso con Minguito, me preguntó.
—¿Nadie, de veras, Zezé?
—Seguro, nadie. Ninguno tiene coraje. 
Sentí que Minguito se estaba riendo, casi adivinando lo que yo pensaba en ese momento.",
M-TE-WT-01-0064,64,"""제제 나 좀 도와줘""
""무슨 일인데?""
'너. 비에 알지?""
""까빠네마의 '황소 말이야?""
""그래, 그 녀석. 녀석이 학교 끝나면 날 패려고 벼르고 있어. 내 대신 네가 싸워 주지 않을래?""
""하지만 날 죽여 놓을 텐데.""
""그렇지 않아, 넌 싸움도 잘하고 용감하잖아.""
""좋아. 학교 끝나고?""
""응, 끝나고.""","—Zezé, necesito que me ayudes,
—¿Que hiciste?
—¿Te acuerdas de Bié?
—¿Aquel buey de la calle Barón de Capaiema?
—Ese mismo. Me va a agarrar a la salida. ¿No quieres pelearte con él, en mi lugar?...
—¡Pero me va a matar!
—¡Que va a matarte! Además, eres peleador y valiente.
—Está bien. ¿A la salida?
—Sí, a la salida.
",
M-TE-WT-01-0065,65,"""아저씨, 우리 엄마 한 번도 못 봤죠? 우리 엄마는 인디언 이에요. 진짜 인디언의 딸이에요. 그래서 우리 식구들은 모두 반쯤은 인디언이에요.""
""그런데 너는 어떻게 그렇게 피부가 하얗지? 머리는 흰색 에 가까운 금발이고 말이야.""
""포르투갈 인의 피가 섞여서 그렇대요. 그래도 엄마는 진짜 인디언이에요. 엄마는 거무스름한 피부에 새까만 생머리를 하고 있어요. 글로리아 누나랑 나만 이런 억센 털 러시아고양이처럼 태어났어요. 엄마는 집세를 벌려고 영국 사람이 하는 방직 공장에 나가요. 저번엔 실타래 상자를 나르다가 허리를 다쳐서 굉장히 아파했어요. 의사한테까지 갈 정도였으니까. 디스크에 걸릴지도 모른다고 의사가 허리에 압박 붕대를 감아 줬어요. 엄마는 저한테 참 잘해 줘요. 때리실 때에도 뒤뜰에 있는 가느다란 접시꽃 나뭇가지로 종아리만 때려요. 엄마는 밤에 집에 돌아오면 너무 피곤해서 얘기할 기운도 없으세요.""
그가 차를 몰고 있는 동안 나는 쉴새 없이 재잘거렸다.
""가장 지독한 건 큰누나예요. 만날 남자친구 때문에 정신이 없어요. 엄마는 누나보고 우리를 데리고 바람이나 쐬고 오라고 할 때마다 윗길로는 가지 말라고 해요. 엄마도 윗길 모퉁이에서 남자친구가 기다리고 있다는 걸 알거든요. 그런데 아랫길로 가도 거기에 다른 남자친구가 기다리고 있어요. 하도 연애 편지를 많이 써가지고 남아나는 연필이 없다니까요.""
""다 왔다.""
시장 근처에 이르자 그는 약속한 장소에 차를 세웠다.
""내일 보자. 꼬마야""","—¿Usted nunca vio a mi madre? Es india. Hija de indio. Todos allá en casa son medio indios.
—¿Y cómo saliste tan blanquito? Y además con cabellos rubios, casi blancos.
—Es la parte del portugués. Mamá es india, bien morena y de cabellos lisos; solamente Gloria y yo salimos así, como gato barcino de mal pelo. Ella trabaja en los telares del Molino Inglés para ayudar a pagar la casa. El otro día fue a levantar una caja y sintió un dolor horrible. Tuvo que ir al médico; le dio una faja porque tenía una hernia que se estranguló. Mamá es buena conmigo. Cuando me pega, agarra varillas de ""guanxuma""16 del fondo y me pega en las piernas solamente. Vive tan cansada que cuando llega a casa de noche no tiene ganas ni de conversar.
El automóvil marchaba y yo conversaba.
—La que es brava es mi hermana mayor. Enamoradiza hasta no poder más. Cuando mamá la mandaba que me cuidara y paseara, le recomendaba que no fuera más allá de nuestra calle, porque sabía que en la esquina tenía un festejante esperando. Pero ella iba para ese lado que le decían, y allá tenía otro festejante que también la esperaba. Lápices ni había, porque vivía escribiendo cartas para su festejante...
—Llegamos...
Estábamos cerca del Mercado y paraba en el lugar establecido.
—Hasta mañana, muchachito.",
M-TE-WT-01-0066,66,"나와 그는 기회 있을 때마다 드라이브를 했다. 어느 날인가 그는 차를 세우더니 내게 미소를 지어 보이며 물었다.
""우리 차를 타고 드라이브하는 게 그렇게 좋으니?""
""이게 우리 차라고요?
""내 것은 모두 다 네 거야. 우린 가장 친한 친구잖아."" 나는 뛸 듯이 기뻤다. 아, 이렇게 멋진 차의 절반이 내 것 이라는 것을 모두에게 얘기할 수 있다면 얼마나 좋을까.
""이제 우리는 정말 친한 친구 사이가 된 거지?""
""맞아요.""
""그러면 뭐 하나만 물어 보자.""
""뭔데요?""
""아직도 이 다음에 커서 날 죽일 생각이니?""
""아니요. 절대 안 그럴 거예요.""","Siempre que podía él inventaba un paseo, y fue en uno de ellos cuando detuvo el coche y me sonrió:
—¿Te gusta pasear en ""nuestro"" coche?
—¿También es mío?
—Todo lo que es mío es tuyo. Como dos grandes amigos.
Quedé enloquecido. ¡Ay, si yo pudiera contar a todo el mundo que era medio dueño del coche más hermoso del mundo!
—¿Quiere decir que ahora somos completamente amigos?
—Sí, lo somos. ¿Te puedo preguntar una cosa?
—Claro que sí, señor.
—Pienso que ahora ya no querrás crecer para matarme, ¿verdad?
—No, nunca haría eso.",
M-TE-WT-01-0067,67,"우리는 아름다운 길을 따라 달렸다. 포장도 안된 좁은 길 이었지만 길가의 나무와 풀밭은 아름다웠다. 밝은 태양과 맑게 갠 푸른 하늘은 말할 것도 없었다. 진지냐 할머니가 언젠가 기쁨은 ""마음속에 빛나는 태양""이라고 말한 적이 있다. 그리고 그 태양이 모든 것을 행복으로 비춰 준다고 했다. 그게 사실이라면 내 마음속의 태양이 모든 것을 아름답게 비춰주고 있는지도 몰랐다.
차가 아주 천천히 달리는 동안 우리는 많은 이야기를 나누었다. 자동차마저도 우리 이야기를 귀담아 들으려는 것 같았다.
""너는 나하고 있을 땐 비단같이 부드럽고 착해, 네 선생님하고 있을 때도. 네 선생님 성함이 뭐라고 했지?""
""쎄실리아 빠임이요. 선생님 한쪽 눈에 점이 나 있는 건 알지요?"" 그는 웃었다.
""그러니까. 쎄실리아 빠임 선생님은 네가 학교 밖에서 못된 짓을 저지르고 다닌다는 것을 믿지 않는다고 그랬지. 네 동생이나 글로리아랑 있을 때도 넌 아주 착해. 그런데 어떻게 사람이 그렇게 변하지?""","Habíamos viajado por lindos caminos. La carretera no era ancha ni asfaltada, ni empedrada; pero, en compensación, los árboles y los pastos eran una belleza. Y eso para no hablar del sol y del cielo alegre, tan azul. Una vez Dindinha había dicho que la alegría es ""un sol brillante dentro del corazón"". Porque el sol lo iluminaba todo de felicidad. Si eso era verdad, dentro de mi pecho un sol lo embellecía todo...
Volvimos a conversar sobre ciertas cosas, mientras el coche se deslizaba sin ningún apuro. Hasta parecía que él también quería escuchar la conversación.
—Es cierto, cuando estás conmigo eres una seda y muy buenito. Dices que tu maestra... ¿cómo se llama?...
—Doña Cecilia Paim. ¿Sabes que ella tiene una manchita blanca en uno de los ojos?
Se rió.
—Pues doña Cecilia Paim, según me dijiste, no creería en nada de lo que haces fuera de las clases. Con tu hermanito y con Gloria eres bueno. Entonces, ¿por que cambias así?",
M-TE-WT-01-0068,68,"저를 놓아주세요, 샘물님 
꽃이 울며 말했습니다 
나는 산마을에서 태어났어요 
나를 바다로 데려가지 마세요 
그곳에선 하늘하늘 가지를 흔들었지요 
그곳에선 푸른 하늘에서 
청초한 이슬 방울이 떨어졌지요 
차갑고 명랑한 샘물은 
소곤소곤 속삭이듯 
모래밭을 달리며 
꽃들을 실어 갑니다","Déjame, fuente, decía
La flor al llorar.
Yo he nacido en el monte,
No me lleves hacia el mar.
Ay, balanceo de mis ramas,
Balanceo de las ramas mías,
Ay, gotas de rocío claras,
Caídas del cielo azul. . .
Y la fuente sonora y fría,
Con un susurro burlón,
Por sobre la arena corría,
Corría llevando a la flor. . .",
M-TE-WT-01-0069,69,"사공이여, 사공이여
야속한 뱃사공이여
당신 때문에 나는
죽을 것만 같다오

파도가 밀려와
백사장을 뒹굴다 밀려가면
내 사랑 뱃사공도
저 멀리 떠나간다네

뱃사공의 사랑은
한 시간도 못 가고
배가 닻을 울리면
뱃사공도 떠나간다네

파도가 밀려와......","Marinero, marinero,
Marinero de amargura,
Por tu causa, marinero,
Bajaré a la sepultura. . .
Las olas golpeaban
Y en la arena se deslizaban,
Allá se fue el marinero
Que yo tanto amaba. . .
El amor de marinero
Es amor de media hora,
El navío leva anclas
Y él se va en esa hora. . .
Las olas golpeaban. . .",
